key	category	name	offer-2023-12-08	default-2023-12-08	offer-2023-12-09	default-2023-12-09
BTY-X16707900320021	non-food/reinigung/toiletten-handtuchpapier-seifenspender	Zewa Wisch & Weg Reinweiß 2 lagig 16 Rollen à 45 Blatt	11.89	11.89	11.89	11.89
BTY-X16707500320021	non-food/reinigung/toiletten-handtuchpapier-seifenspender	Zewa Wisch & Weg Klassik Weiß 2 lagig 8 Rollen à 45 Blatt	5.22	5.22	5.22	5.22
BTY-X20563700320021	non-food/reinigung/toiletten-handtuchpapier-seifenspender	Zewa Wisch & Weg Sparblatt Weiß 2 lagig 4 Rollen à 74 Blatt	3.44	3.44	3.44	3.44
BTY-X24062300320023	non-food/reinigung/toiletten-handtuchpapier-seifenspender	Zewa Wisch & Weg Reinweiss 3-lagig Küchenrolle 8 Stück à 45 Blatt - 6 x Packungen	37.06	37.06	37.06	37.06
BTY-X24062300320021	non-food/reinigung/toiletten-handtuchpapier-seifenspender	Zewa Wisch & Weg Reinweiss 3-lagig Küchenrolle 8 Stück à 45 Blatt - Packung	5.22	5.22	5.22	5.22
BTY-X51394100320021	non-food/reinigung/toiletten-handtuchpapier-seifenspender	Danke Haushaltstücher Weiß 3 lagig	3.32	3.32	3.32	3.32
BTY-X16707300320021	non-food/reinigung/toiletten-handtuchpapier-seifenspender	Zewa Wisch & Weg Familie & Co. 12 Rollen à 45 Blatt	11.89	11.89	11.89	11.89
BTY-X10521100320021	non-food/reinigung/toiletten-handtuchpapier-seifenspender	Dick & Durstig Haushaltstücher Weiß 3 lagig	4.99	4.99	4.99	4.99
BTY-X39322900320021	non-food/reinigung/toiletten-handtuchpapier-seifenspender	Zewa Wisch & Weg Sparblatt 4 Rollen à 148 Blatt	5.22	5.22	5.22	5.22
BTY-X92731600320021	non-food/reinigung/reinigungsgeräte	Tarrington House Nass-Trockensauger WVC 1600	83.29	71.39	83.29	71.39
BTY-X23242300320021	non-food/reinigung/reinigungsgeräte	aro Fußmatte, Schwarz, 50 x 80 cm	15.46	7.13	15.46	7.13
BTY-X41308700320021	non-food/reinigung/reinigungsgeräte	Numatic Bodenstaubsauger NVP180-11 Blau	118.99	118.99	118.99	118.99
BTY-X30222400320021	non-food/reinigung/reinigungsgeräte	aro Nass-/ Trockensauger WVC 2000 - 1 Stück	53.54	53.54	53.54	53.54
BTY-X43528000320021	non-food/reinigung/reinigungsgeräte	Tarrington House Fugenbürste Grip	2.61	2.61	2.61	2.61
BTY-X18738000320021	non-food/reinigung/reinigungsgeräte	Grundig Bodenstaubsauger VCC 3851	59.49	59.49	59.49	59.49
BTY-X41562600320021	non-food/reinigung/reinigungsgeräte	Livington livington prime everyday akkus - 1 Stück	59.49	59.49	59.49	59.49
BTY-X68289100320022	non-food/reinigung/reinigungsgeräte	Menalux Staubbeutel 4889	5.95	5.95	5.95	5.95
BTY-X9086800320021	non-food/reinigung/reinigungsgeräte	Numatic HVR160-11 Henry Compact Profisauger	166.59	166.59	166.59	166.59
BTY-X45397900320021	non-food/reinigung/reinigungsgeräte	Menalux Staubsaugerbeutel 1840, Duraflow 5 Stück	32.71	32.71	32.71	32.71
BTY-X45398400320021	non-food/reinigung/reinigungsgeräte	Menalux Staubsaugerbeutel 4000, Duraflow 5 Stück	30.45	30.45	30.45	30.45
BTY-X33484300320021	non-food/reinigung/handschuhe-schwämme-tücher	aro Edelstahl-Spiralen - 6 Stück	1.49	1.49	1.49	1.49
BTY-X63898600320021	non-food/reinigung/handschuhe-schwämme-tücher	aro Allzwecktuch 38 x 38 cm Farbig sortiert quadratisch	1.58	1.58	1.58	1.58
BTY-X63898600320022	non-food/reinigung/handschuhe-schwämme-tücher	aro Allzwecktuch 38 x 38 cm Farbig sortiert quadratisch - 18 x	28.49	28.49	28.49	28.49
BTY-X33484500320021	non-food/reinigung/handschuhe-schwämme-tücher	METRO PROFESSIONAL Metalltopfreiniger - 10 Stück	5.34	5.34	5.34	5.34
BTY-X26021200320021	non-food/reinigung/handschuhe-schwämme-tücher	METRO PROFESSIONAL Einweghandschuhe Weiß Latex Größe S puderfrei - 100 Stück Packung	7.13	7.13	7.13	7.13
BTY-X26021200330021	non-food/reinigung/handschuhe-schwämme-tücher	METRO PROFESSIONAL Einweghandschuhe Weiß Latex Größe M puderfrei - 100 Stück Packung	7.13	7.13	7.13	7.13
BTY-X26022200340021	non-food/reinigung/handschuhe-schwämme-tücher	METRO PROFESSIONAL Einweghandschuhe Schwarz Latex Größe L puderfrei - 100 Stück Packung	7.13	7.13	7.13	7.13
BTY-X26022200350021	non-food/reinigung/handschuhe-schwämme-tücher	METRO PROFESSIONAL Einweghandschuhe Schwarz Latex Größe XL puderfrei - 100 Stück Packung	7.13	7.13	7.13	7.13
BTY-X26022200320021	non-food/reinigung/handschuhe-schwämme-tücher	METRO PROFESSIONAL Einweghandschuhe Schwarz Latex Größe S puderfrei - 100 Stück Packung	7.13	7.13	7.13	7.13
BTY-X26022200330021	non-food/reinigung/handschuhe-schwämme-tücher	METRO PROFESSIONAL Einweghandschuhe Schwarz Latex Größe M puderfrei - 100 Stück Packung	7.13	7.13	7.13	7.13
BTY-X25939700320024	non-food/reinigung/handschuhe-schwämme-tücher	aro Vlies-Scheuertuch 50 x 60 cm Weiß - 10 x 5 Stück	29.63	29.63	29.63	29.63
BTY-X25939700320021	non-food/reinigung/handschuhe-schwämme-tücher	aro Vlies-Scheuertuch 50 x 60 cm Weiß - 5 Stück	2.96	2.96	2.96	2.96
BTY-X25940400320024	non-food/reinigung/handschuhe-schwämme-tücher	aro Vlies-Bodentuch 50 x 60 cm Gelb rechteckig - 10 x 5 Stück	36.77	36.77	36.77	36.77
BTY-X25940400320021	non-food/reinigung/handschuhe-schwämme-tücher	aro Vlies-Bodentuch 50 x 60 cm Gelb rechteckig	3.68	3.68	3.68	3.68
BTY-X33531600340021	non-food/reinigung/handschuhe-schwämme-tücher	aro Microfasertuch, Pink - 5 Stück	2.96	2.96	2.96	2.96
BTY-X33531600350021	non-food/reinigung/handschuhe-schwämme-tücher	aro Microfasertuch, Grün - 5 Stück	2.96	2.96	2.96	2.96
BTY-X33531600320021	non-food/reinigung/handschuhe-schwämme-tücher	aro Microfasertuch, Gelb - 5 Stück	2.96	2.96	2.96	2.96
BTY-X33531600330021	non-food/reinigung/handschuhe-schwämme-tücher	aro Microfasertuch, Blau - 5 Stück	2.96	2.96	2.96	2.96
BTY-X25940000320023	non-food/reinigung/handschuhe-schwämme-tücher	aro Vlies-Scheuertuch 60 x 70 cm Weiß - 10 x 5 Stück	50.81	50.81	50.81	50.81
BTY-X25940000320021	non-food/reinigung/handschuhe-schwämme-tücher	aro Vlies-Scheuertuch 60 x 70 cm Weiß - 5 Stück	5.34	5.34	5.34	5.34
BTY-X11607800320021	non-food/reinigung/handschuhe-schwämme-tücher	Spontex Flinke Rolle 45 Stück	31.08	31.08	23.97	23.97
BTY-X63917500320023	non-food/reinigung/handschuhe-schwämme-tücher	aro Wischtuch 38 x 50 cm rechteckig - 18 Stück	57.62	57.62	57.62	57.62
BTY-X63917500320021	non-food/reinigung/handschuhe-schwämme-tücher	aro Wischtuch 38 x 50 cm rechteckig - 3 x 10 Stück	3.2	3.2	3.2	3.2
BTY-X93965500320021	non-food/reinigung/handschuhe-schwämme-tücher	Vileda 2 Phasen Dunstfilter	3.92	3.92	3.92	3.92
BTY-X21513100320021	non-food/reinigung/handschuhe-schwämme-tücher	Vileda Microfasertuch recycelt - 3 Stück	4.51	4.51	4.51	4.51
BTY-X12249000320021	non-food/reinigung/handschuhe-schwämme-tücher	PAPSTAR Topfreiniger Draht Anthrazit rund Ø 7 cm	7.13	7.13	7.13	7.13
BTY-X11616600320021	non-food/reinigung/handschuhe-schwämme-tücher	Spontex Microfibre Küchenwunder 3D Mikrofaser Volumenpad 5 Stück Karton	4.46	4.46	4.46	4.46
BTY-X42017100320027	non-food/reinigung/handschuhe-schwämme-tücher	Vileda Fensterwischer 36 x 39 cm Gelb rechteckig - 60 x	199.21	199.21	199.21	199.21
BTY-X42017100320024	non-food/reinigung/handschuhe-schwämme-tücher	Vileda Fensterwischer 36 x 39 cm Gelb rechteckig - 90 x	298.81	298.81	298.81	298.81
BTY-X42017100320021	non-food/reinigung/handschuhe-schwämme-tücher	Vileda Fensterwischer 36 x 39 cm Gelb rechteckig - 1 x	3.32	3.32	3.32	3.32
BTY-X42017100320022	non-food/reinigung/handschuhe-schwämme-tücher	Vileda Fensterwischer 36 x 39 cm Gelb rechteckig - 30 x	99.6	99.6	99.6	99.6
BTY-X22091400320021	non-food/reinigung/handschuhe-schwämme-tücher	Vileda Glitzi Pur Active 2+1 Türkis rechteckig	2.49	2.49	2.49	2.49
BTY-X39050700320021	non-food/reinigung/handschuhe-schwämme-tücher	Spontex Microfibretücher Recyclingfasern - 2 Stück	4.15	4.15	4.15	4.15
BTY-X7958700320021	non-food/reinigung/handschuhe-schwämme-tücher	Swiffer Trockentuch Nachfüller viereckig	10.46	10.46	10.46	10.46
BTY-X32376500320021	non-food/reinigung/handschuhe-schwämme-tücher	Swiffer Wet Wischtücher - 20 Stück	8.2	8.2	8.2	8.2
BTY-X33507500320021	non-food/reinigung/handschuhe-schwämme-tücher	aro Waffel-Scheuertuch 50 x 60 cm 5 Stück	4.75	4.75	4.75	4.75
BTY-X18790800330021	non-food/reinigung/handschuhe-schwämme-tücher	Spontex Haushaltshandschuhe Hausputz Größe 7 - 7,5 - 1 Paar	2.13	2.13	2.13	2.13
BTY-X37710800330021	non-food/reinigung/handschuhe-schwämme-tücher	HYGOSTAR Einmalhandschuhe Diablo Schwarz Latex Größe M puderfrei 100 Stück	7.13	7.13	7.13	7.13
BTY-X12210500320021	non-food/reinigung/handschuhe-schwämme-tücher	PAPSTAR Topfreiniger Draht rund Ø 13 cm	14.27	14.27	14.27	14.27
BTY-X12211400320023	non-food/reinigung/handschuhe-schwämme-tücher	PAPSTAR Topfreiniger Draht - 48 x	353.57	353.57	353.57	353.57
BTY-X12211400320021	non-food/reinigung/handschuhe-schwämme-tücher	PAPSTAR Topfreiniger Draht Anthrazit rund Ø 10 cm	7.13	7.13	7.13	7.13
BTY-X12211400320022	non-food/reinigung/handschuhe-schwämme-tücher	PAPSTAR Topfreiniger Draht Anthrazit rund Ø 10 cm - 12 x	88.39	88.39	88.39	88.39
BTY-X31476400320023	non-food/reinigung/handschuhe-schwämme-tücher	Spontex Microfibre Allzwecktücher - 56 x	412.5	412.5	412.5	412.5
BTY-X31476400320021	non-food/reinigung/handschuhe-schwämme-tücher	Spontex Microfibre Allzwecktücher	7.37	7.37	7.37	7.37
BTY-X31476400320022	non-food/reinigung/handschuhe-schwämme-tücher	Spontex Microfaser Allzwecktücher 8 + 2 - 10 x 10 Stück	73.66	73.66	73.66	73.66
BTY-X45236700340021	non-food/reinigung/handschuhe-schwämme-tücher	HYGOSTAR Latexhandschuhe puderfrei Weiß L - 100 Stück	8.33	8.33	8.33	8.33
BTY-X45236700320021	non-food/reinigung/handschuhe-schwämme-tücher	HYGOSTAR Latexhandschuhe puderfrei Weiß S - 100 Stück	8.33	8.33	8.33	8.33
BTY-X45236700330021	non-food/reinigung/handschuhe-schwämme-tücher	HYGOSTAR Latexhandschuhe puderfrei Weiß M - 100 Stück	8.33	8.33	8.33	8.33
BTY-X18790800340021	non-food/reinigung/handschuhe-schwämme-tücher	Spontex Haushaltshandschuhe Hausputz Größe 6 - 6,5 - 1 Paar	2.13	2.13	2.13	2.13
BTY-X18790800320021	non-food/reinigung/handschuhe-schwämme-tücher	Spontex Haushaltshandschuhe Hausputz Größe 8 - 8,5 - 1 Paar	2.13	2.13	2.13	2.13
BTY-X47387500320021	non-food/reinigung/handschuhe-schwämme-tücher	Vileda Geschirrtuch Eiswaffel Kariert 40 x 54 cm Blau, Weiß Microfaser rechteckig	3.2	3.2	3.2	3.2
BTY-X20327200320021	non-food/reinigung/waschmittel	aro Vollwaschmittel professionell Pulver - 8 kg Packung	13.73	13.73	13.73	13.73
BTY-X20327600320021	non-food/reinigung/waschmittel	aro Vollwaschmittel Pulver, 250 WL - 20 kg Sack	30.69	30.69	30.69	30.69
BTY-X40125600340021	non-food/reinigung/waschmittel	aro Weichspüler Exotic Floral - 3 l Flasche	3.56	3.56	3.56	3.56
BTY-X40125600320021	non-food/reinigung/waschmittel	aro Weichspüler Mild - 3 l Flasche	3.56	3.56	3.56	3.56
BTY-X40125600330021	non-food/reinigung/waschmittel	aro Weichspüler Fresh Floral - 3 l Flasche	3.56	3.56	3.56	3.56
BTY-X40208500320021	non-food/reinigung/waschmittel	aro Vollwaschmittel flüssig Heavy Duty - 3 l Packung	5.94	5.94	5.94	5.94
BTY-X40208700320021	non-food/reinigung/waschmittel	aro Colorwaschmittel flüssig - 3 l Packung	5.94	5.94	5.94	5.94
BTY-X40208800320021	non-food/reinigung/waschmittel	aro Feinwaschmittel Light Duty 40WL flüssig - 3 l Flasche	4.69	4.69	4.69	4.69
BTY-X40193900320021	non-food/reinigung/waschmittel	aro Vollwaschmittel Black 40 WL flüssig - 3 l Flasche	3.68	3.68	3.68	3.68
BTY-X42379500320021	non-food/reinigung/waschmittel	aro Waschmittel Caps, Regulär 18 Stück - 482 g Karton	2.98	2.98	2.98	2.98
BTY-X19702400320021	non-food/reinigung/waschmittel	AXAL PRO Siedesalz-Tabletten für die professionelle Wasserenthärtung - 25 kg Sack	12.84	12.84	12.84	12.84
BTY-X2869200320021	non-food/reinigung/waschmittel	ralinger Salztabletten für Wasserenthärtung - 25 kg Beutel	12.36	12.36	12.36	12.36
BTY-X36749800340021	non-food/reinigung/waschmittel	Frosch Flecken-Zwerg Aktiv Sauerstoff - 75 ml Flasche	2.37	2.37	2.37	2.37
BTY-X36749800320021	non-food/reinigung/waschmittel	Frosch Flecken-Zwerg Gallseife - 75 ml Flasche	2.37	2.37	2.37	2.37
BTY-X36749800330021	non-food/reinigung/waschmittel	Frosch Flecken-Zwerg Citrus - 75 ml Flasche	2.37	2.37	2.37	2.37
BTY-X39347200340021	non-food/reinigung/waschmittel	Persil Discs Color 14+2 Stück	7.01	7.01	7.01	7.01
BTY-X39347200320021	non-food/reinigung/waschmittel	Persil Discs Universal 14+2 Stück	7.01	7.01	7.01	7.01
BTY-X35010800320021	non-food/reinigung/waschmittel	Spee Gel Aktiv 50 WL - 2 l Flasche	9.98	9.98	9.98	9.98
BTY-X44399400320021	non-food/reinigung/waschmittel	Hoffmanns Gardinen Weiß-Spüler flüssig - 500 ml Flasche	2.84	2.84	2.84	2.84
BTY-X30434000320021	non-food/reinigung/waschmittel	Calgon Hygiene + Gel - 2,25 l Flasche	14.27	14.27	14.27	14.27
BTY-X30078800320021	non-food/reinigung/waschmittel	Lenor Trocknertücher Aprilfrisch	2.96	2.96	2.96	2.96
BTY-X45738600340021	non-food/reinigung/waschmittel	Perwoll Feinwaschmittel 25 WL Refresh - 1 l Flasche	3.99	3.99	3.99	3.99
BTY-X7695000320021	non-food/reinigung/waschmittel	Persil Professional Line Pulver Universal 130 WL - 8,45 kg Schachtel	39.26	39.26	39.26	39.26
BTY-X14841700330021	non-food/reinigung/waschmittel	Vanish Oxi Action Multi-Flecken-Vorwaschspray Weiß - 750 ml Flasche	4.76	4.76	4.76	4.76
BTY-X93868500320021	non-food/reinigung/waschmittel	Calgon Express Gel dickflüssig - 3,75 l Flasche	18.79	18.79	18.79	18.79
BTY-X30788200330021	non-food/reinigung/waschmittel	Persil Gel Color 100 WL - 4,5 l Flasche	18.79	18.79	18.79	18.79
BTY-X4280000320021	non-food/reinigung/waschmittel	Topwash Vollwaschmittel Professional Pulver - 14 kg	65.44	65.44	65.44	65.44
BTY-X21563600340021	non-food/reinigung/waschmittel	Persil Gel Color Waschmittel dickflüssig 20 WL - 900 ml Flasche	7.01	7.01	7.01	7.01
BTY-X11969500330021	non-food/reinigung/waschmittel	Persil Color Proffessional Gel 130 WL - 6,5 l Schachtel	39.26	39.26	39.26	39.26
BTY-X121300320021	non-food/reinigung/waschmittel	Ariel Professional Pulver 150 WL Regulär - 9 kg Karton	40.45	40.45	40.45	40.45
BTY-X15741300330021	non-food/reinigung/waschmittel	Weißer Riese Kraft-Gel Intensiv Color dickflüssig 100 WL - 4,5 l Flasche	13.67	13.67	13.67	13.67
BTY-X5756700320021	non-food/reinigung/waschmittel	Sanomat Desinfektions-Vollwaschmittel Pulver - 20 kg Sack	57.11	57.11	57.11	57.11
BTY-X35663500320021	non-food/reinigung/waschmittel	Vanish Oxi Action Fleckenentferner Gel White - 1,5 l Flasche	10.7	10.7	10.7	10.7
BTY-X35663500330021	non-food/reinigung/waschmittel	Vanish Oxi Action Fleckenentferner Gel Pink - 1,5 l Flasche	10.7	10.7	10.7	10.7
BTY-X31167500320021	non-food/reinigung/waschmittel	Coral Flüssigwaschmittel Black Velvet 60 WL - 3 l Flasche	12.01	12.01	12.01	12.01
BTY-X31167500330021	non-food/reinigung/waschmittel	Coral Flüssigwaschmittel Optimal Color 60 WL - 3 l Flasche	12.01	12.01	12.01	12.01
BTY-X44480800320021	non-food/reinigung/waschmittel	Ariel Waschpulver 80 WL Regulär - 5,2 kg Karton	15.82	15.82	15.82	15.82
BTY-X43012700320021	non-food/reinigung/waschmittel	Persil Waschmittel Gel Universal 80 WL - 4 kg Flasche	20.93	20.93	20.93	20.93
BTY-X61597600320021	non-food/reinigung/waschmittel	Topwash Power Vollwaschmittel Pulver - 15 kg Packung	49.97	49.97	49.97	49.97
BTY-X21563600350021	non-food/reinigung/waschmittel	Persil Gel Universal Waschmittel dickflüssig 20 WL - 1,46 l Flasche	7.01	7.01	7.01	7.01
BTY-X44399500320021	non-food/reinigung/waschmittel	Hoffmanns Gardinen Waschmittel Pulver - 660 g Schachtel	3.08	3.08	3.08	3.08
BTY-X44399500320022	non-food/reinigung/waschmittel	Hoffmanns Gardinen Waschmittel Pulver - 7 x 660 g Karton	21.57	21.57	21.57	21.57
BTY-X48998700320021	non-food/reinigung/waschmittel	Hoffmanns Flüssigstärke - 500 ml Flasche	2.96	2.96	2.96	2.96
BTY-X39204300320021	non-food/reinigung/waschmittel	Vernel Weichspüler Cool Fresh 64 WL - 1,6 l Flasche	2.96	2.96	2.96	2.96
BTY-X84500320021	non-food/reinigung/waschmittel	Ariel Professional Pulver 120 WL Regulär - 7,8 kg Karton	21.41	21.41	21.41	21.41
BTY-X35010600320021	non-food/reinigung/waschmittel	Spee Waschmittel Aktiv Pulver 50 WL - 2,57 kg Schachtel	9.98	9.98	9.98	9.98
BTY-X90161100320021	non-food/reinigung/waschmittel	Sil 1-für-Alles Fleckensalz Pulver - 500 g Schachtel	2.95	2.95	2.95	2.95
BTY-X7695000330021	non-food/reinigung/waschmittel	Persil Professional Line Pulver Color - 8,45 kg Schachtel	39.26	39.26	39.26	39.26
BTY-X2923700320021	non-food/reinigung/waschmittel	Vanish Powder White - 1,65 kg Dose	14.98	14.98	14.98	14.98
BTY-X21766300320021	non-food/reinigung/waschmittel	Weißer Riese Waschmittel 130 WL - 6,5 l Flasche	22.59	16.65	22.59	16.65
BTY-X6810900320021	non-food/reinigung/waschmittel	Sil 1-für-Alles Fleckenspray flüssig - 500 ml Flasche	2.95	2.95	2.95	2.95
BTY-X41915700320021	non-food/reinigung/waschmittel	Sagrotan Hygiene-Textilerfrischer Frische Wäsche - 500 ml Flasche	4.15	4.15	4.15	4.15
BTY-X44569700320021	non-food/reinigung/waschmittel	Ariel Waschmittel flüssig 80 WL Regulär - 4,4 l Flasche	15.82	15.82	15.82	15.82
BTY-X36749600320021	non-food/reinigung/waschmittel	Frosch Wie Gallseife Flecken- & Vorwasch-Spray - 500 ml Flasche	3.44	3.44	3.44	3.44
BTY-X11969500320021	non-food/reinigung/waschmittel	Persil Professional Universal Gel 130 WL - 6,5 l Packung	39.26	39.26	39.26	39.26
BTY-X21766100320021	non-food/reinigung/waschmittel	Weißer Riese Vollwaschmittel Pulver 130 WL - 6,5 kg Schachtel	22.59	16.65	22.59	16.65
BTY-X84135100320021	non-food/reinigung/waschmittel	Sil 1-für-Alles Fleckengel flüssig - 1,3 l Flasche	2.95	2.95	2.95	2.95
BTY-X30788200320021	non-food/reinigung/waschmittel	Persil Gel Universal 100 WL - 4,5 l Flasche	18.79	18.79	18.79	18.79
BTY-X40124900320021	non-food/reinigung/putz-reinigungsmittel	aro Geschirrspülmittel Lemon flüssig - 1 l Flasche	1.34	1.34	1.34	1.34
BTY-X40124900320022	non-food/reinigung/putz-reinigungsmittel	aro Geschirrspülmittel Lemon flüssig - 10 x 1 l Tray	13.45	13.45	13.45	13.45
BTY-X40124600320021	non-food/reinigung/putz-reinigungsmittel	aro Spülmittel flüssig - 10 l Kanister	8.44	8.44	8.44	8.44
BTY-X40125100320021	non-food/reinigung/putz-reinigungsmittel	aro Glasreiniger Spray flüssig - 1 l Flasche	1.25	1.25	1.25	1.25
BTY-X40125100320022	non-food/reinigung/putz-reinigungsmittel	aro Glasreiniger Spray flüssig - 10 x 1 l Tray	12.5	12.5	12.5	12.5
BTY-X22023200320021	non-food/reinigung/putz-reinigungsmittel	aro WC-Reiniger Lemon flüssig - 1 l Flasche	1.42	1.42	1.42	1.42
BTY-X22023200320022	non-food/reinigung/putz-reinigungsmittel	aro WC Reiniger Lemon flüssig - 12 x 1 l Tray	16.99	16.99	16.99	16.99
BTY-X22023200330021	non-food/reinigung/putz-reinigungsmittel	aro WC-Reiniger Ocean flüssig - 1 l Flasche	1.42	1.42	1.42	1.42
BTY-X22023200330022	non-food/reinigung/putz-reinigungsmittel	aro WC Reiniger Ocean flüssig - 12 x 1 l Tray	16.99	16.99	16.99	16.99
BTY-X40125200320021	non-food/reinigung/putz-reinigungsmittel	aro Geschirrspülmittel Balsam flüssig - 1 l Flasche	1.34	1.34	1.34	1.34
BTY-X40125200320022	non-food/reinigung/putz-reinigungsmittel	aro Geschirrspülmittel Balsam flüssig - 10 x 1 l Tray	13.45	13.45	13.45	13.45
BTY-X32637300320021	non-food/reinigung/putz-reinigungsmittel	METRO PROFESSIONAL Geschirr-Reiniger, flüssig, Maschinenspülmittel - 10 l Kanister	28.19	28.19	28.19	28.19
BTY-X40125800320021	non-food/reinigung/putz-reinigungsmittel	aro Essigreiniger flüssig - 1 l Flasche	1.3	1.3	1.3	1.3
BTY-X40125800320022	non-food/reinigung/putz-reinigungsmittel	aro Essigreiniger flüssig - 12 x 1 l Tray	15.57	15.57	15.57	15.57
BTY-X40125000320021	non-food/reinigung/putz-reinigungsmittel	aro Allesreiniger flüssig - 10 l Kanister	12.2	12.2	12.2	12.2
BTY-X35594200320021	non-food/reinigung/putz-reinigungsmittel	METRO PROFESSIONAL Fettlöser - 750 ml Flasche	2.73	2.73	2.73	2.73
BTY-X35594200320022	non-food/reinigung/putz-reinigungsmittel	METRO PROFESSIONAL Fettlöser - 6 x 750 ml Karton	16.35	16.35	16.35	16.35
BTY-X35744500320021	non-food/reinigung/putz-reinigungsmittel	METRO PROFESSIONAL Fettlöser flüssig - 5 l Kanister	11.89	11.89	11.89	11.89
BTY-X35744500320022	non-food/reinigung/putz-reinigungsmittel	METRO PROFESSIONAL Fettlöser flüssig - 2 x 5 l Karton	32.82	32.82	32.82	32.82
BTY-X42262900320021	non-food/reinigung/putz-reinigungsmittel	aro Vollglanz Bodenreiniger - 5 l Kanister	7.96	7.96	7.96	7.96
BTY-X578400320021	non-food/reinigung/putz-reinigungsmittel	Ajax Professional Citrofrisch Allzweckreiniger flüssig - 10 l Flasche	23.79	23.79	23.79	23.79
BTY-X36158800320021	non-food/reinigung/putz-reinigungsmittel	BECHER Backofen- & Grillreiniger - 5 l Kanister	25.14	25.14	25.14	25.14
BTY-X1803800320021	non-food/reinigung/putz-reinigungsmittel	Der General Allzweckreiniger Bergfrühling flüssig - 10 l Kanister	18.79	18.79	18.79	18.79
BTY-X62874200330021	non-food/reinigung/putz-reinigungsmittel	Somat Spezial-Salz Classic Pulver für Geschirrspüler - 1,2 kg Packung	1.25	1.25	1.25	1.25
BTY-X73225200320024	non-food/reinigung/putz-reinigungsmittel	Frosch Spiritus Glas-Reiniger flüssig - 12 x 500 ml Flaschen	23.85	23.85	23.85	23.85
BTY-X73225200320021	non-food/reinigung/putz-reinigungsmittel	Frosch Spiritus Glas-Reiniger flüssig - 500 ml Flasche	1.99	1.99	1.99	1.99
BTY-X1088700320021	non-food/reinigung/putz-reinigungsmittel	Pril Professional Original Handgeschirrspülmittel flüssig - 10 l Kanister	18.43	18.43	18.43	18.43
BTY-X52899800330021	non-food/reinigung/putz-reinigungsmittel	Antikal Kalkreiniger Hygiene Spray flüssig - 750 ml Flasche	3.44	3.44	3.44	3.44
BTY-X52899800330022	non-food/reinigung/putz-reinigungsmittel	Antikal Kalkreiniger Hygiene Spray flüssig - 10 x 750 ml Kiste	34.39	34.39	34.39	34.39
BTY-X8856700320023	non-food/reinigung/putz-reinigungsmittel	BECHER Backofen & Grill flüssig - 60 x 1 l Display mit Artikelauflösung	356.29	356.29	356.29	356.29
BTY-X8856700320021	non-food/reinigung/putz-reinigungsmittel	BECHER Backofen & Grill flüssig - 1 l Flasche	5.94	5.94	5.94	5.94
BTY-X8856700320022	non-food/reinigung/putz-reinigungsmittel	BECHER Backofen & Grill flüssig - 10 x 1 l Karton	59.38	59.38	59.38	59.38
BTY-X43296900320024	non-food/reinigung/putz-reinigungsmittel	BECHER Fettlöser Super Konzentrat 1 : 1000 flüssig - 60 x 1 l Palette	356.29	356.29	356.29	356.29
